PATRIC ID	RefSeq Locus Tag	Product
fig|208963.12.peg.5383	PA14_65630	hypothetical protein
fig|208963.12.peg.5384	PA14_65640	hypothetical protein
fig|208963.12.peg.5385	PA14_65660	Topoisomerase IV subunit B (EC 5.99.1.-)
fig|208963.12.peg.5386	PA14_65670	"Putative esterase, FIGfam005057"
fig|208963.12.peg.5387	PA14_65690	"3',5'-cyclic-nucleotide phosphodiesterase (EC 3.1.4.17)"
fig|208963.12.peg.5388	PA14_65700	hypothetical protein
fig|208963.12.peg.5389	PA14_65710	ADP-ribose pyrophosphatase (EC 3.6.1.13)
fig|208963.12.peg.5390	PA14_65720	putative lipoprotein
fig|208963.12.peg.5391	PA14_65740	Hydroxymethylpyrimidine phosphate synthase ThiC (EC 4.1.99.17)
fig|208963.12.peg.5392		FIG00956472: hypothetical protein
fig|208963.12.peg.5393	PA14_65750	"Type I secretion outer membrane protein, TolC precursor"
fig|208963.12.peg.5394	PA14_65760	NAD(P)H oxidoreductase YRKL (EC 1.6.99.-) @ Putative NADPH-quinone reductase (modulator of drug activity B) @ Flavodoxin 2
fig|208963.12.peg.5395	PA14_65770	Valine--pyruvate aminotransferase (EC 2.6.1.66)
fig|208963.12.peg.5396	PA14_65795	Acetohydroxy acid synthase
fig|208963.12.peg.5397	PA14_65810	Acetyl-CoA synthetase
fig|208963.12.peg.5398	PA14_65820	Acyl-CoA dehydrogenase PA4979
fig|208963.12.peg.5399	PA14_65840	Enoyl-CoA hydratase (EC 4.2.1.17)
fig|208963.12.peg.5400		FIG00954814: hypothetical protein
fig|208963.12.peg.5401	PA14_65850	Arginine permease RocE
fig|208963.12.peg.5402	PA14_65860	Putative two-component sensor
fig|208963.12.peg.5403	PA14_65870	Periplasmic amino acid-binding protein-related protein
fig|208963.12.peg.5404	PA14_65880	Putative two-component response regulator
fig|208963.12.peg.5405	PA14_65900	"Transcriptional regulator, AcrR family"
fig|208963.12.peg.5406	PA14_65920	Spermidine/putrescine-binding periplasmic protein
fig|208963.12.peg.5407		FIG00958326: hypothetical protein
fig|208963.12.peg.5408		FIG00962067: hypothetical protein
fig|208963.12.peg.5409	PA14_65940	Putative oxidoreductase
fig|208963.12.peg.5410	PA14_65950	Transcriptional regulator
fig|208963.12.peg.5411	PA14_65960	3-deoxy-D-manno-octulosonic-acid transferase (EC 2.-.-.-)
fig|208963.12.peg.5412	PA14_65970	LysR family transcriptional regulator PA4989
fig|208963.12.peg.5413	PA14_65990	Ethidium bromide-methyl viologen resistance protein EmrE
fig|208963.12.peg.5414	PA14_66000	Glycerol-3-phosphate dehydrogenase
fig|208963.12.peg.5415	PA14_66010	"Oxidoreductase, aldo/keto reductase family"
fig|208963.12.peg.5416	PA14_66020	Cation transport ATPase
fig|208963.12.peg.5417	PA14_66040	Putative acyl-CoA dehydrogenase
fig|208963.12.peg.5418	PA14_66050	Putative acyl-CoA dehydrogenase
fig|208963.12.peg.5419	PA14_66060	ADP-heptose synthase (EC 2.7.-.-) / D-glycero-beta-D-manno-heptose 7-phosphate kinase
fig|208963.12.peg.5420	PA14_66080	Lipid A export ATP-binding/permease protein MsbA
fig|208963.12.peg.5421	PA14_66090	"toluene tolerance protein, putative"
fig|208963.12.peg.5422	PA14_66100	Lipid A core - O-antigen ligase and related enzymes
fig|208963.12.peg.5423	PA14_66110	"alpha-1,3-rhamnosyltransferase"
fig|208963.12.peg.5424	PA14_66120	Glycosyltransferase (EC 2.4.1.-) in large core OS assembly cluster
fig|208963.12.peg.5425	PA14_66140	Hypothetical protein FIG015671 in large core OS assembly cluster
fig|208963.12.peg.5426	PA14_66150	Probable transcription regulator Mig-14
fig|208963.12.peg.5427	PA14_66160	Glycosyl transferase in large core OS assembly cluster
fig|208963.12.peg.5428	PA14_66170	Carbamoyltransferase in large core OS assembly cluster
fig|208963.12.peg.5429	PA14_66190	Serine/threonine protein kinase
fig|208963.12.peg.5430	PA14_66200	hypothetical protein
fig|208963.12.peg.5431	PA14_66210	"Heptose kinase WapQ, eukaryotic type"
fig|208963.12.peg.5432	PA14_66220	"Lipopolysaccharide core biosynthesis protein WaaP (EC 2.7.-.-), heptosyl-I-kinase"
fig|208963.12.peg.5433	PA14_66230	"UDP-glucose:(heptosyl) LPS alpha1,3-glucosyltransferase WaaG (EC 2.4.1.-)"
fig|208963.12.peg.5434	PA14_66240	Lipopolysaccharide heptosyltransferase I (EC 2.4.1.-)
fig|208963.12.peg.5435	PA14_66250	ADP-heptose--lipooligosaccharide heptosyltransferase II (EC 2.4.1.-)
fig|208963.12.peg.5436	PA14_66260	Branched-chain amino acid aminotransferase (EC 2.6.1.42)
fig|208963.12.peg.5437	PA14_66270	Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)
fig|208963.12.peg.5438	PA14_66290	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)
fig|208963.12.peg.5439		FIG00957277: hypothetical protein
fig|208963.12.peg.5440	PA14_66310	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)
fig|208963.12.peg.5441		FIG00958185: hypothetical protein
fig|208963.12.peg.5442	PA14_66320	Sensory box/GGDEF family protein
fig|208963.12.peg.5443	PA14_66330	Peptide methionine sulfoxide reductase MsrA (EC 1.8.4.11)
fig|208963.12.peg.5444	PA14_66340	23S rRNA (adenine(2030)-N(6))-methyltransferase (EC 2.1.1.266)
fig|208963.12.peg.5445	PA14_66350	3-methylmercaptopropionyl-CoA dehydrogenase (DmdC)
fig|208963.12.peg.5446		FIG00955719: hypothetical protein
fig|208963.12.peg.5447	PA14_66380	K(+)/H(+) antiporter NhaP2
fig|208963.12.peg.5448	PA14_66400	Potassium efflux system KefA protein / Small-conductance mechanosensitive channel
fig|208963.12.peg.5449	PA14_66410	UPF0061 protein YdiU
fig|208963.12.peg.5450	PA14_66420	putative membrane protein
fig|208963.12.peg.5451	PA14_66440	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) / O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)
fig|208963.12.peg.5452	PA14_66450	hypothetical protein
fig|208963.12.peg.5453	PA14_66460	Universal stress protein UspA and related nucleotide-binding proteins
fig|208963.12.peg.5454	PA14_66480	ParA family protein
fig|208963.12.peg.5455	PA14_66490	LysR family transcriptional regulator YnfL
fig|208963.12.peg.5456	PA14_66510	Permeases of the major facilitator superfamily
fig|208963.12.peg.5457	PA14_66520	Putative short-chain dehydrogenase
fig|208963.12.peg.5458	PA14_66530	"Transcriptional regulator, AraC family"
fig|208963.12.peg.5459	PA14_66540	hypothetical protein
fig|208963.12.peg.5460	PA14_66550	Uroporphyrinogen III decarboxylase (EC 4.1.1.37)
fig|208963.12.peg.5461	PA14_66560	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)
fig|208963.12.peg.5462	PA14_66570	Glutamate synthase [NADPH] large chain (EC 1.4.1.13)
fig|208963.12.peg.5463	PA14_66580	Septum-associated cell division protein DamX
fig|208963.12.peg.5464	PA14_66600	3-dehydroquinate synthase (EC 4.2.3.4)
fig|208963.12.peg.5465	PA14_66610	Shikimate kinase I (EC 2.7.1.71)
fig|208963.12.peg.5466	PA14_66620	Type IV pilus biogenesis protein PilQ
fig|208963.12.peg.5467	PA14_66630	Type IV pilus biogenesis protein PilP
fig|208963.12.peg.5468	PA14_66640	Type IV pilus biogenesis protein PilO
fig|208963.12.peg.5469	PA14_66650	Type IV pilus biogenesis protein PilN
fig|208963.12.peg.5470	PA14_66660	Type IV pilus biogenesis protein PilM
fig|208963.12.peg.5471	PA14_66670	Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)
fig|208963.12.peg.5472	PA14_66680	NADP-dependent malic enzyme (EC 1.1.1.40)
fig|208963.12.peg.5473	PA14_66690	Putative Zn-dependent protease PA5047
fig|208963.12.peg.5474	PA14_66700	Thermonuclease family protein
fig|208963.12.peg.5475	PA14_66710	"LSU ribosomal protein L31p @ LSU ribosomal protein L31p, zinc-dependent"
fig|208963.12.peg.5476		hypothetical protein
fig|208963.12.peg.5477	PA14_66720	Helicase PriA essential for oriC/DnaA-independent DNA replication
fig|208963.12.peg.5478	PA14_66750	Arginyl-tRNA synthetase (EC 6.1.1.19)
fig|208963.12.peg.5479	PA14_66760	Cell division protein
fig|208963.12.peg.5480	PA14_66770	ATP-dependent protease HslV (EC 3.4.25.-)
fig|208963.12.peg.5481	PA14_66790	ATP-dependent hsl protease ATP-binding subunit HslU
fig|208963.12.peg.5482	PA14_66800	FIG00899427: hypothetical protein
fig|208963.12.peg.5483		hypothetical protein
fig|208963.12.peg.5484	PA14_66820	Polyhydroxyalkanoic acid synthase
fig|208963.12.peg.5485	PA14_66830	Poly(3-hydroxyalkanoate) depolymerase
fig|208963.12.peg.5486	PA14_66840	Polyhydroxyalkanoic acid synthase
fig|208963.12.peg.5487	PA14_66850	Transcriptional regulator PhaD
fig|208963.12.peg.5488	PA14_66875	Polyhydroxyalkanoate granule-associated protein PhaF
fig|208963.12.peg.5489	PA14_66880	polyhydroxyalkanoate granule-associated protein PhaI
fig|208963.12.peg.5490	PA14_66890	hypothetical protein
fig|208963.12.peg.5491	PA14_66900	"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase (EC 2.1.1.201)"
fig|208963.12.peg.5492	PA14_66910	Protein YigP (COG3165) clustered with ubiquinone biosynthetic genes
fig|208963.12.peg.5493	PA14_66920	Ubiquinone biosynthesis monooxygenase UbiB
fig|208963.12.peg.5494	PA14_66940	Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19)
fig|208963.12.peg.5495	PA14_66950	Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)
fig|208963.12.peg.5496	PA14_66960	Twin-arginine translocation protein TatA
fig|208963.12.peg.5497	PA14_66970	Twin-arginine translocation protein TatB
fig|208963.12.peg.5498	PA14_66980	Twin-arginine translocation protein TatC
fig|208963.12.peg.5499	PA14_66990	Uncharacterized methyltransferase PA5071
fig|208963.12.peg.5500		FIG00958577: hypothetical protein
fig|208963.12.peg.5501	PA14_67010	Methyl-accepting chemotaxis protein
fig|208963.12.peg.5502	PA14_67020	hypothetical protein
fig|208963.12.peg.5503	PA14_67030	"ABC transporter, ATP-binding protein"
fig|208963.12.peg.5504	PA14_67040	"ABC transporter, permease protein"
fig|208963.12.peg.5505	PA14_67050	probable binding protein component of ABC transporter
fig|208963.12.peg.5506	PA14_67065	Glucans biosynthesis glucosyltransferase H (EC 2.4.1.-)
fig|208963.12.peg.5507	PA14_67090	Glucans biosynthesis protein G precursor
fig|208963.12.peg.5508	PA14_67100	D-tyrosyl-tRNA(Tyr) deacylase (EC 3.6.1.n1)
fig|208963.12.peg.5509	PA14_67110	Proline iminopeptidase (EC 3.4.11.5)
fig|208963.12.peg.5510	PA14_67120	Nudix hydrolase family protein
fig|208963.12.peg.5511	PA14_67130	Glutamate Aspartate periplasmic binding protein precursor GltI (TC 3.A.1.3.4)
fig|208963.12.peg.5512	PA14_67140	"RidA/YER057c/UK114 superfamily, group 2, YoaB-like protein"
fig|208963.12.peg.5513	PA14_67150	D-amino acid dehydrogenase (EC 1.4.99.1)
fig|208963.12.peg.5514	PA14_67170	"Transcriptional regulator, LysR family"
fig|208963.12.peg.5515	PA14_67180	hypothetical protein
fig|208963.12.peg.5516	PA14_67190	"FOG: TPR repeat, SEL1 subfamily"
fig|208963.12.peg.5517	PA14_67200	"FOG: TPR repeat, SEL1 subfamily"
fig|208963.12.peg.5518	PA14_67210	"FOG: TPR repeat, SEL1 subfamily"
fig|208963.12.peg.5519	PA14_67220	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipi n synthases and related enzymes
fig|208963.12.peg.5520	PA14_67230	VgrG protein
fig|208963.12.peg.5521	PA14_67240	N-formylglutamate deformylase (EC 3.5.1.68)
fig|208963.12.peg.5522	PA14_67250	Imidazolonepropionase (EC 3.5.2.7)
fig|208963.12.peg.5523	PA14_67260	Histidine ammonia-lyase (EC 4.3.1.3)
fig|208963.12.peg.5524	PA14_67270	"Histidine ABC transporter, ATP-binding protein (TC 3.A.1)"
fig|208963.12.peg.5525	PA14_67280	"Histidine ABC transporter, permease protein (TC 3.A.1)"
fig|208963.12.peg.5526	PA14_67300	"Histidine ABC transporter, histidine-binding protein (TC 3.A.1)"
fig|208963.12.peg.5527	PA14_67310	Histidine transport protein (permease)
fig|208963.12.peg.5528	PA14_67320	Histidine ammonia-lyase (EC 4.3.1.3)
fig|208963.12.peg.5529	PA14_67340	Putative transporter
fig|208963.12.peg.5530	PA14_67350	Urocanate hydratase (EC 4.2.1.49)
fig|208963.12.peg.5531	PA14_67370	"ABC-type phosphate/phosphonate transport system, periplasmic component"
fig|208963.12.peg.5532	PA14_67380	Fatty acid desaturase
fig|208963.12.peg.5533	PA14_67400	Periplasmic binding protein
fig|208963.12.peg.5534	PA14_67410	Conserved hypothetical protein (perhaps related to histidine degradation)
fig|208963.12.peg.5535	PA14_67420	Histidine utilization repressor
fig|208963.12.peg.5536	PA14_67440	Formiminoglutamic iminohydrolase (EC 3.5.3.13)
fig|208963.12.peg.5537	PA14_67450	Outer membrane lipoprotein Blc
fig|208963.12.peg.5538	PA14_67460	putative lipoprotein
fig|208963.12.peg.5539	PA14_67470	hypothetical protein
fig|208963.12.peg.5540	PA14_67490	"Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)"
fig|208963.12.peg.5541	PA14_67500	Lactoylglutathione lyase (EC 4.4.1.5)
fig|208963.12.peg.5542	PA14_67510	Phospholipase/lecithinase/hemolysin
fig|208963.12.peg.5543	PA14_67520	Putative transmembrane protein
fig|208963.12.peg.5544	PA14_67530	hypothetical protein
fig|208963.12.peg.5545	PA14_67540	SAM-dependent methyltransferases
fig|208963.12.peg.5546	PA14_67550	"Transcriptional regulator, MerR family"
fig|208963.12.peg.5547	PA14_67560	GTP-binding protein TypA/BipA
fig|208963.12.peg.5548	PA14_67580	tRNA 4-thiouridine synthase (EC 2.8.1.4) / Rhodanese-like domain required for thiamine synthesis
fig|208963.12.peg.5549		FIG00954706: hypothetical protein
fig|208963.12.peg.5550	PA14_67600	Glutamine synthetase type I (EC 6.3.1.2)
fig|208963.12.peg.5551	PA14_67620	hypothetical protein
fig|208963.12.peg.5552	PA14_67630	Potassium efflux system KefA protein / Small-conductance mechanosensitive channel
fig|208963.12.peg.5553	PA14_67640	"DNA-directed RNA polymerase, beta subunit/140 kD subunit"
fig|208963.12.peg.5554	PA14_67650	"DNA-directed RNA polymerase, beta subunit/140 kD subunit"
fig|208963.12.peg.5555	PA14_67670	Nitrogen regulation protein NtrB (EC 2.7.13.3)
fig|208963.12.peg.5556	PA14_67680	Nitrogen regulation protein NtrC
fig|208963.12.peg.5557	PA14_67700	hypothetical protein
fig|208963.12.peg.5558	PA14_67710	tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207)
fig|208963.12.peg.5559	PA14_67720	Protein-export protein SecB (maintains pre-export unfolded state)
fig|208963.12.peg.5560	PA14_67740	Glutaredoxin 3 (Grx3)
fig|208963.12.peg.5561	PA14_67750	FIG136845: Rhodanese-related sulfurtransferase
fig|208963.12.peg.5562	PA14_67770	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.12)"
fig|208963.12.peg.5563	PA14_67780	putative membrane protein
fig|208963.12.peg.5564	PA14_67790	Periplasmic septal ring factor with murein hydrolase activity EnvC/YibP
fig|208963.12.peg.5565	PA14_67810	Carboxyl-terminal protease (EC 3.4.21.102)
fig|208963.12.peg.5566	PA14_67820	"Putative periplasmic protein YibQ, distant homology with nucleoside diphosphatase and polysaccharide deacetylase"
fig|208963.12.peg.5567	PA14_67830	putative exported protein
fig|208963.12.peg.5568	PA14_67840	"ABC-type amino acid transport/signal transduction systems, periplasmic component/domain"
fig|208963.12.peg.5569	PA14_67850	"ABC-type amino acid transport/signal transduction systems, periplasmic component/domain"
fig|208963.12.peg.5570	PA14_67860	"ABC-type amino acid transport/signal transduction systems, periplasmic component/domain"
fig|208963.12.peg.5571	PA14_67880	Imidazole glycerol phosphate synthase cyclase subunit (EC 4.1.3.-)
fig|208963.12.peg.5572	PA14_67890	Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16)
fig|208963.12.peg.5573	PA14_67900	hypothetical protein
fig|208963.12.peg.5574	PA14_67920	Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-)
fig|208963.12.peg.5575	PA14_67930	Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)
fig|208963.12.peg.5576	PA14_67940	hypothetical protein
fig|208963.12.peg.5577	PA14_67960	hypothetical protein
fig|208963.12.peg.5578	PA14_67970	Aminobutyraldehyde dehydrogenase (EC 1.2.1.19)
fig|208963.12.peg.5579	PA14_67975	A/G-specific adenine glycosylase (EC 3.2.2.-)
fig|208963.12.peg.5580	PA14_67990	A/G-specific adenine glycosylase (EC 3.2.2.-)
fig|208963.12.peg.5581	PA14_68000	FIG001341: Probable Fe(2+)-trafficking protein YggX
fig|208963.12.peg.5582		Oxidoreductase
fig|208963.12.peg.5583		Oxidoreductase
fig|208963.12.peg.5584	PA14_68040	Putative short-chain dehydrogenase
fig|208963.12.peg.5585	PA14_68050	hypothetical protein
fig|208963.12.peg.5586	PA14_68060	"ABC transporter, ATP-binding protein"
fig|208963.12.peg.5587	PA14_68070	probable periplasmic binding protein
fig|208963.12.peg.5588	PA14_68080	"Arginine ABC transporter, permease protein ArtQ"
fig|208963.12.peg.5589	PA14_68090	"ABC transporter, permease protein"
fig|208963.12.peg.5590	PA14_68100	SAM-dependent methyltransferases
fig|208963.12.peg.5591	PA14_68110	"Transcriptional regulator, MarR family"
fig|208963.12.peg.5592	PA14_68120	Outer membrane component of tripartite multidrug resistance system
fig|208963.12.peg.5593	PA14_68130	Membrane fusion component of tripartite multidrug resistance system
fig|208963.12.peg.5594	PA14_68140	Inner membrane component of tripartite multidrug resistance system
fig|208963.12.peg.5595	PA14_68170	"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)"
fig|208963.12.peg.5596	PA14_68190	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)
fig|208963.12.peg.5597	PA14_68200	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)
fig|208963.12.peg.5598	PA14_68210	"dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)"
fig|208963.12.peg.5599	PA14_68230	Signal transduction histidine kinase regulating C4-dicarboxylate transport system
fig|208963.12.peg.5600	PA14_68250	C4-dicarboxylate transport transcriptional regulatory protein
fig|208963.12.peg.5601	PA14_68260	"TRAP-type C4-dicarboxylate transport system, periplasmic component"
fig|208963.12.peg.5602	PA14_68280	"TRAP-type C4-dicarboxylate transport system, small permease component"
fig|208963.12.peg.5603	PA14_68290	"TRAP-type C4-dicarboxylate transport system, large permease component"
fig|208963.12.peg.5604	PA14_68300	Arginine/ornithine antiporter ArcD
fig|208963.12.peg.5605	PA14_68330	Arginine deiminase (EC 3.5.3.6)
fig|208963.12.peg.5606	PA14_68340	Ornithine carbamoyltransferase (EC 2.1.3.3)
fig|208963.12.peg.5607	PA14_68350	Carbamate kinase (EC 2.7.2.2)
fig|208963.12.peg.5608	PA14_68360	3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41)
fig|208963.12.peg.5609	PA14_68370	"3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7)"
fig|208963.12.peg.5610	PA14_68380	ADP compounds hydrolase NudE (EC 3.6.1.-)
fig|208963.12.peg.5611	PA14_68390	Putative hydrolase
fig|208963.12.peg.5612	PA14_68400	hypothetical protein
fig|208963.12.peg.5613	PA14_68420	LysR-family transcriptional regulator PA5179
fig|208963.12.peg.5614	PA14_68430	Formate dehydrogenase chain D (EC 1.2.1.2)
fig|208963.12.peg.5615	PA14_68440	Putative formate dehydrogenase oxidoreductase protein
fig|208963.12.peg.5616	PA14_68450	hypothetical protein
fig|208963.12.peg.5617	PA14_68460	hypothetical protein
fig|208963.12.peg.5618	PA14_68470	Carbon storage regulator (could also regulate swarming and quorum sensing)
fig|208963.12.peg.5619	PA14_68480	Periplasmic chorismate mutase I precursor (EC 5.4.99.5)
fig|208963.12.peg.5620	PA14_68490	putative 4-hydroxybenzoyl-CoA thioesterase
fig|208963.12.peg.5621	PA14_68500	Alcohol dehydrogenase
fig|208963.12.peg.5622	PA14_68510	3-methylmercaptopropionyl-CoA dehydrogenase (DmdC)
fig|208963.12.peg.5623	PA14_68530	Enoyl-CoA hydratase (EC 4.2.1.17) / Delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase (EC 5.3.3.8) / 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35) / 3-hydroxybutyryl-CoA epimerase (EC 5.1.2.3)
fig|208963.12.peg.5624	PA14_68550	Transcriptional regulator
fig|208963.12.peg.5625	PA14_68560	Putative nitroreductase
fig|208963.12.peg.5626	PA14_68570	hypothetical protein
fig|208963.12.peg.5627	PA14_68580	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)
fig|208963.12.peg.5628		FIG00958666: hypothetical protein
fig|208963.12.peg.5629	PA14_68610	33 kDa chaperonin (Heat shock protein 33) (HSP33)
fig|208963.12.peg.5630	PA14_68620	Membrane-associated phospholipid phosphatase
fig|208963.12.peg.5631	PA14_68630	Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)
fig|208963.12.peg.5632	PA14_68640	hypothetical protein sometimes fused to ribosomal protein S6 glutaminyl transferase
